clienteID,churn,genero,tercera_edad,tiene_pareja,tiene_dependientes,antiguedadContrato_Meses,telefono_suscripcion,telefono_lineas_multiples,internet_suscripcion,seguridadOnline_suscripcion,backupOnline_suscripcion,proteccionDispositivos_suscripcion,soporteTecnico_suscripcion,tvDigital_suscripcion,peliculasDigitales_suscripcion,tipo_contrato,factura_digital,metodo_pago,cargos_mensuales,cargos_totales,pago_automatico,tipo_servicio_internet,cargos_diarios,ambasSuscripciones
1187-WILMM,False,M,False,True,True,63,True,True,True,True,True,True,True,True,True,BIENAL,True,TARJETA CREDITO,89.4,5597.65,True,DSL,2.98,True
1193-RTSLK,True,F,False,False,False,38,True,False,True,True,True,True,False,False,False,MENSUAL,True,TARJETA CREDITO,83.9,3233.6,True,FIBRA OPTICA,2.796666666666667,True
1194-BHJYC,False,M,False,True,False,61,False,False,True,True,False,True,True,True,True,BIENAL,True,CHEQUE POSTAL,62.15,3778.85,False,DSL,2.0716666666666668,False
1194-HVAIF,False,F,False,True,False,27,True,True,True,False,False,False,False,True,True,MENSUAL,False,TARJETA CREDITO,95.0,2462.55,True,FIBRA OPTICA,3.1666666666666665,True
1194-SPVSP,False,M,False,False,False,1,True,False,False,False,False,False,False,False,False,MENSUAL,False,TRANSFERENCIA BANCARIA,19.65,19.65,True,SIN SUSCRIPCIÓN A INTERNET,0.6549999999999999,False
1195-OIYEJ,True,M,False,False,False,13,True,False,True,False,False,False,False,True,True,MENSUAL,True,CHEQUE ELECTRONICO,91.1,1135.7,False,FIBRA OPTICA,3.0366666666666666,True
1195-UQFHQ,True,M,False,False,False,61,True,True,True,True,False,True,False,True,True,ANUAL,False,CHEQUE ELECTRONICO,104.0,6363.45,False,FIBRA OPTICA,3.466666666666667,True
1196-AMORA,True,M,False,False,False,7,True,True,True,False,False,False,False,False,False,MENSUAL,False,CHEQUE ELECTRONICO,73.6,520.0,False,FIBRA OPTICA,2.453333333333333,True
1197-BVMVG,False,F,True,False,False,4,True,True,True,False,False,False,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,74.45,294.45,False,FIBRA OPTICA,2.481666666666667,True
1200-TUZHR,False,F,True,False,False,8,True,True,True,False,False,False,False,False,True,MENSUAL,False,CHEQUE ELECTRONICO,85.2,695.75,False,FIBRA OPTICA,2.8400000000000003,True
1202-KKGFU,False,F,False,True,False,12,True,False,True,True,False,False,True,False,False,MENSUAL,False,TRANSFERENCIA BANCARIA,54.2,690.5,True,DSL,1.8066666666666669,True
1205-WNWPJ,True,F,False,False,False,7,True,False,True,False,False,False,True,True,False,MENSUAL,True,CHEQUE POSTAL,59.5,415.95,False,DSL,1.9833333333333334,True
1206-EHBDD,False,F,False,True,False,56,True,False,True,True,False,True,False,False,False,BIENAL,False,TRANSFERENCIA BANCARIA,80.3,4513.65,True,FIBRA OPTICA,2.6766666666666667,True
1207-BLKSA,False,F,False,True,True,52,True,True,False,False,False,False,False,False,False,BIENAL,False,CHEQUE POSTAL,23.05,1255.1,False,SIN SUSCRIPCIÓN A INTERNET,0.7683333333333333,False
1208-DNHLN,True,M,False,True,True,23,True,True,True,False,False,False,False,False,False,ANUAL,True,TARJETA CREDITO,48.35,1067.15,True,DSL,1.6116666666666668,True
1208-NBVFH,False,M,False,True,True,20,True,False,True,False,False,True,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,49.6,939.8,False,DSL,1.6533333333333333,True
1209-VFFOC,False,M,False,True,True,68,False,False,True,True,True,True,True,False,True,BIENAL,True,CHEQUE POSTAL,56.4,3948.45,False,DSL,1.88,False
1212-GLHMD,False,M,False,False,False,3,True,False,True,True,False,False,False,False,True,MENSUAL,True,CHEQUE POSTAL,86.05,244.85,False,FIBRA OPTICA,2.868333333333333,True
1213-NGCUN,True,F,False,False,False,6,True,False,True,False,False,False,True,False,False,MENSUAL,True,TRANSFERENCIA BANCARIA,49.65,267.35,True,DSL,1.655,True
1215-EXRMO,False,M,False,True,False,50,True,False,False,False,False,False,False,False,False,BIENAL,False,CHEQUE POSTAL,20.55,1067.65,False,SIN SUSCRIPCIÓN A INTERNET,0.685,False
1215-FIGMP,False,M,False,False,False,60,True,True,True,False,True,False,False,True,False,MENSUAL,True,TRANSFERENCIA BANCARIA,89.9,5450.7,True,FIBRA OPTICA,2.996666666666667,True
1215-VFYVK,False,F,False,False,False,4,False,False,True,True,False,True,True,False,True,MENSUAL,False,CHEQUE POSTAL,48.25,202.25,False,DSL,1.6083333333333334,False
1216-BGTSP,False,M,False,False,False,45,True,True,True,True,False,True,True,True,True,MENSUAL,True,TARJETA CREDITO,108.45,4964.7,True,FIBRA OPTICA,3.615,True
1216-JWVUX,False,M,False,True,True,25,True,False,True,False,True,False,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,75.5,1901.05,False,FIBRA OPTICA,2.5166666666666666,True
1217-VASWC,False,M,True,True,False,43,True,False,True,False,True,True,False,True,True,ANUAL,True,TRANSFERENCIA BANCARIA,100.55,4304.0,True,FIBRA OPTICA,3.3516666666666666,True
1218-VKFPE,True,F,False,True,True,12,True,False,False,False,False,False,False,False,False,MENSUAL,False,CHEQUE POSTAL,19.0,233.55,False,SIN SUSCRIPCIÓN A INTERNET,0.6333333333333333,False
1219-NNDDO,False,F,False,False,False,9,True,True,True,False,False,False,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,76.85,663.55,False,FIBRA OPTICA,2.5616666666666665,True
1221-GHZEP,False,F,False,False,False,62,True,False,True,True,False,False,True,False,True,BIENAL,True,CHEQUE POSTAL,65.1,3846.75,False,DSL,2.17,True
1222-KJNZD,False,M,False,True,True,40,True,False,False,False,False,False,False,False,False,MENSUAL,True,TRANSFERENCIA BANCARIA,20.4,745.3,True,SIN SUSCRIPCIÓN A INTERNET,0.6799999999999999,False
1222-LRYKO,False,M,False,False,True,6,True,True,False,False,False,False,False,False,False,MENSUAL,False,CHEQUE POSTAL,26.35,184.05,False,SIN SUSCRIPCIÓN A INTERNET,0.8783333333333334,False
1223-UNPKS,False,M,False,True,True,20,True,False,False,False,False,False,False,False,False,BIENAL,False,CHEQUE POSTAL,20.05,400.0,False,SIN SUSCRIPCIÓN A INTERNET,0.6683333333333333,False
1226-IENZN,False,M,True,False,False,16,True,False,True,False,False,False,False,False,True,MENSUAL,True,CHEQUE ELECTRONICO,78.75,1218.25,False,FIBRA OPTICA,2.625,True
1226-JZNKR,False,F,False,True,True,8,True,False,False,False,False,False,False,False,False,ANUAL,False,CHEQUE ELECTRONICO,19.8,160.05,False,SIN SUSCRIPCIÓN A INTERNET,0.66,False
1226-UDFZR,True,F,False,False,False,2,True,False,True,False,True,False,False,False,False,MENSUAL,True,CHEQUE POSTAL,49.6,114.7,False,DSL,1.6533333333333333,True
1227-UDMZR,False,F,False,True,False,72,True,True,True,True,True,True,True,True,True,BIENAL,True,TRANSFERENCIA BANCARIA,91.15,6637.9,True,DSL,3.0383333333333336,True
1228-FZFRV,True,M,False,True,True,50,True,True,True,True,False,True,False,True,True,MENSUAL,False,TARJETA CREDITO,105.95,5341.8,True,FIBRA OPTICA,3.5316666666666667,True
1228-ZLNBX,False,M,False,False,False,21,True,True,True,False,False,False,False,False,False,MENSUAL,False,CHEQUE POSTAL,75.3,1570.7,False,FIBRA OPTICA,2.51,True
1229-RCALF,False,F,False,True,False,64,True,True,True,True,True,True,True,True,True,ANUAL,True,CHEQUE ELECTRONICO,115.0,7396.15,False,FIBRA OPTICA,3.8333333333333335,True
1230-QAJDW,False,M,False,False,False,3,True,True,True,False,False,False,True,True,False,MENSUAL,True,CHEQUE POSTAL,65.25,209.9,False,DSL,2.175,True
1231-YNDEK,False,M,False,False,False,58,True,False,False,False,False,False,False,False,False,BIENAL,True,TRANSFERENCIA BANCARIA,19.15,1035.5,True,SIN SUSCRIPCIÓN A INTERNET,0.6383333333333333,False
1232-TPUYA,True,F,True,True,False,1,True,False,True,False,False,False,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,69.55,69.55,False,FIBRA OPTICA,2.3183333333333334,True
1235-GPKNS,True,F,False,False,True,5,True,False,True,False,False,False,False,False,False,MENSUAL,False,CHEQUE POSTAL,46.0,221.7,False,DSL,1.5333333333333334,True
1236-WFCDV,True,M,True,False,False,14,True,False,True,False,False,False,False,True,True,MENSUAL,False,TARJETA CREDITO,90.45,1266.1,True,FIBRA OPTICA,3.015,True
1237-WIYYZ,False,F,False,False,False,18,True,False,False,False,False,False,False,False,False,MENSUAL,True,CHEQUE POSTAL,19.55,389.25,False,SIN SUSCRIPCIÓN A INTERNET,0.6516666666666667,False
1240-HCBOH,False,F,False,False,False,67,True,True,False,False,False,False,False,False,False,BIENAL,True,CHEQUE POSTAL,26.1,1759.55,False,SIN SUSCRIPCIÓN A INTERNET,0.87,False
1240-KNSEZ,True,M,False,False,False,1,True,False,False,False,False,False,False,False,False,MENSUAL,True,CHEQUE POSTAL,20.1,20.1,False,SIN SUSCRIPCIÓN A INTERNET,0.67,False
1241-EZFMJ,False,M,False,True,False,61,True,True,False,False,False,False,False,False,False,BIENAL,False,TRANSFERENCIA BANCARIA,25.45,1538.6,True,SIN SUSCRIPCIÓN A INTERNET,0.8483333333333333,False
1241-FPMOF,False,M,False,False,False,52,True,False,False,False,False,False,False,False,False,BIENAL,False,CHEQUE POSTAL,19.65,1025.05,False,SIN SUSCRIPCIÓN A INTERNET,0.6549999999999999,False
1245-HARPS,False,F,False,True,False,14,True,False,False,False,False,False,False,False,False,BIENAL,False,CHEQUE POSTAL,20.4,292.4,False,SIN SUSCRIPCIÓN A INTERNET,0.6799999999999999,False
1247-QBVSH,False,F,False,True,True,43,True,False,True,False,True,False,False,False,False,MENSUAL,False,CHEQUE POSTAL,50.2,2169.4,False,DSL,1.6733333333333333,True
1248-DYXUB,False,M,False,True,True,52,True,True,False,False,False,False,False,False,False,BIENAL,False,CHEQUE POSTAL,24.8,1229.1,False,SIN SUSCRIPCIÓN A INTERNET,0.8266666666666667,False
1251-KRREG,True,M,False,False,False,2,True,True,True,False,True,False,False,False,False,MENSUAL,True,CHEQUE POSTAL,54.4,114.1,False,DSL,1.8133333333333332,True
1251-STYSZ,False,F,True,False,False,4,True,True,True,True,False,False,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,80.25,303.7,False,FIBRA OPTICA,2.675,True
1254-IZEYF,True,F,True,False,False,31,True,True,True,False,True,False,False,True,True,MENSUAL,True,CHEQUE ELECTRONICO,99.95,3186.65,False,FIBRA OPTICA,3.3316666666666666,True
1257-SXUXQ,False,M,False,True,True,5,True,False,False,False,False,False,False,False,False,MENSUAL,False,CHEQUE POSTAL,19.45,86.05,False,SIN SUSCRIPCIÓN A INTERNET,0.6483333333333333,False
1258-YMZNM,False,F,True,False,False,27,True,True,True,True,True,True,False,True,True,ANUAL,True,TRANSFERENCIA BANCARIA,110.5,2857.6,True,FIBRA OPTICA,3.683333333333333,True
1260-TTRXI,True,M,False,False,False,4,True,False,True,False,False,False,False,False,True,MENSUAL,False,CHEQUE ELECTRONICO,54.3,195.3,False,DSL,1.8099999999999998,True
1261-FWTTE,False,M,True,False,False,23,False,False,True,False,False,False,False,False,True,MENSUAL,True,TRANSFERENCIA BANCARIA,34.65,768.45,True,DSL,1.155,False
1262-OPMFY,True,F,False,True,False,9,True,False,True,False,False,True,False,False,False,MENSUAL,True,TRANSFERENCIA BANCARIA,75.75,655.9,True,FIBRA OPTICA,2.525,True
1264-BYWMS,True,M,False,False,False,55,True,True,True,False,False,False,False,True,True,MENSUAL,True,CHEQUE ELECTRONICO,96.8,5283.95,False,FIBRA OPTICA,3.2266666666666666,True
1264-FUHCX,False,F,False,True,False,49,False,False,True,False,True,False,True,True,True,ANUAL,True,TARJETA CREDITO,56.3,2780.6,True,DSL,1.8766666666666665,False
1265-BCFEO,False,F,False,True,False,71,True,True,True,False,False,True,True,True,True,BIENAL,True,TRANSFERENCIA BANCARIA,80.45,5662.25,True,DSL,2.6816666666666666,True
1265-HVPZB,False,M,False,True,False,59,True,False,True,True,True,True,False,True,False,ANUAL,False,TARJETA CREDITO,66.4,3958.2,True,DSL,2.2133333333333334,True
1265-XTECC,True,F,True,True,False,68,True,True,True,True,True,False,False,False,True,ANUAL,True,TARJETA CREDITO,96.55,6581.9,True,FIBRA OPTICA,3.2183333333333333,True
1265-ZFOSD,False,F,False,True,False,64,True,True,True,True,True,True,True,False,True,BIENAL,True,CHEQUE POSTAL,81.3,5129.3,False,DSL,2.71,True
1266-NZYUI,False,F,False,True,True,72,True,True,True,True,False,True,True,False,False,BIENAL,False,TRANSFERENCIA BANCARIA,66.85,4758.8,True,DSL,2.228333333333333,True
1268-ASBGA,True,F,True,True,False,16,True,True,True,False,False,False,False,False,True,MENSUAL,True,TARJETA CREDITO,85.35,1375.15,True,FIBRA OPTICA,2.8449999999999998,True
1268-VSSGL,True,M,False,True,False,4,True,False,True,False,False,False,False,False,False,MENSUAL,False,CHEQUE ELECTRONICO,70.5,294.2,False,FIBRA OPTICA,2.35,True
1269-FOYWN,False,M,False,True,True,44,True,False,False,False,False,False,False,False,False,ANUAL,False,TRANSFERENCIA BANCARIA,20.0,860.85,True,SIN SUSCRIPCIÓN A INTERNET,0.6666666666666666,False
1270-XKUCC,False,F,False,True,True,30,True,False,False,False,False,False,False,False,False,BIENAL,False,CHEQUE POSTAL,19.7,599.25,False,SIN SUSCRIPCIÓN A INTERNET,0.6566666666666666,False
1271-SJBGZ,True,M,True,False,False,12,False,False,True,False,False,True,True,False,True,MENSUAL,True,CHEQUE ELECTRONICO,43.65,526.95,False,DSL,1.4549999999999998,False
1271-UODNO,False,M,False,False,False,39,True,True,True,False,False,False,True,False,False,BIENAL,True,TARJETA CREDITO,53.85,2200.7,True,DSL,1.7950000000000002,True
1272-ILHFG,False,M,False,True,True,15,True,False,False,False,False,False,False,False,False,ANUAL,False,CHEQUE POSTAL,19.65,332.65,False,SIN SUSCRIPCIÓN A INTERNET,0.6549999999999999,False
1273-MTETI,True,F,True,False,False,4,True,True,True,False,False,True,False,False,True,MENSUAL,True,CHEQUE ELECTRONICO,88.85,372.45,False,FIBRA OPTICA,2.9616666666666664,True
1282-IHQAC,False,M,True,False,False,70,False,False,True,False,True,True,False,True,False,ANUAL,True,TARJETA CREDITO,44.05,3011.65,True,DSL,1.4683333333333333,False
1285-OKIPP,True,M,False,False,False,1,True,False,True,False,False,False,False,False,True,MENSUAL,False,CHEQUE ELECTRONICO,79.9,79.9,False,FIBRA OPTICA,2.6633333333333336,True
1289-RKJJR,True,M,False,False,False,28,True,False,True,False,False,True,True,False,True,MENSUAL,False,CHEQUE ELECTRONICO,91.0,2626.15,False,FIBRA OPTICA,3.033333333333333,True
1291-CUOCY,False,M,False,True,False,72,True,True,True,False,True,True,True,True,True,BIENAL,True,TARJETA CREDITO,110.6,7962.2,True,FIBRA OPTICA,3.6866666666666665,True
1293-BSEUN,False,F,False,True,True,72,True,False,False,False,False,False,False,False,False,BIENAL,True,CHEQUE POSTAL,20.7,1482.3,False,SIN SUSCRIPCIÓN A INTERNET,0.69,False
1293-HHSHJ,False,F,False,False,False,35,True,False,False,False,False,False,False,False,False,ANUAL,False,CHEQUE POSTAL,21.1,741.0,False,SIN SUSCRIPCIÓN A INTERNET,0.7033333333333334,False
1297-VQDRP,False,M,True,True,True,68,True,True,True,False,False,True,True,True,True,ANUAL,True,TARJETA CREDITO,107.15,7379.8,True,FIBRA OPTICA,3.5716666666666668,True
1298-PHBTI,False,M,False,True,True,71,True,True,True,False,True,False,True,False,False,BIENAL,True,CHEQUE ELECTRONICO,84.8,6152.4,False,FIBRA OPTICA,2.8266666666666667,True
1299-AURJA,False,F,False,True,True,70,True,True,False,False,False,False,False,False,False,BIENAL,False,TRANSFERENCIA BANCARIA,24.7,1685.9,True,SIN SUSCRIPCIÓN A INTERNET,0.8233333333333334,False
1301-LOPVR,False,M,False,True,True,29,False,False,True,True,True,True,True,False,True,ANUAL,True,TARJETA CREDITO,55.35,1636.95,True,DSL,1.845,False
1302-TPUBN,False,M,False,False,False,66,True,False,False,False,False,False,False,False,False,BIENAL,False,TRANSFERENCIA BANCARIA,19.35,1240.8,True,SIN SUSCRIPCIÓN A INTERNET,0.645,False
1302-UHBDD,False,M,True,False,False,20,True,False,True,False,False,False,False,True,True,MENSUAL,False,CHEQUE ELECTRONICO,89.95,1648.45,False,FIBRA OPTICA,2.9983333333333335,True
1303-SRDOK,False,F,False,True,True,55,True,False,True,False,False,False,False,False,False,BIENAL,True,TARJETA CREDITO,69.05,3842.6,True,FIBRA OPTICA,2.3016666666666667,True
1304-BCCFO,False,M,False,True,False,9,True,False,True,False,False,True,False,True,True,MENSUAL,True,CHEQUE POSTAL,70.05,564.4,False,DSL,2.335,True
1304-NECVQ,True,F,True,False,False,2,True,True,True,False,False,True,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,78.55,149.55,False,FIBRA OPTICA,2.618333333333333,True
1304-SEGFY,False,F,False,True,False,72,True,True,True,False,False,True,False,True,True,BIENAL,True,CHEQUE ELECTRONICO,97.85,6841.3,False,FIBRA OPTICA,3.2616666666666663,True
1306-RPWXZ,False,F,False,False,True,49,True,False,False,False,False,False,False,False,False,BIENAL,False,TARJETA CREDITO,20.45,1024.65,True,SIN SUSCRIPCIÓN A INTERNET,0.6816666666666666,False
1307-ATKGB,False,M,False,False,False,24,True,False,True,False,True,True,False,False,True,MENSUAL,True,CHEQUE ELECTRONICO,89.55,2187.15,False,FIBRA OPTICA,2.985,True
1307-TVUFB,False,M,True,False,False,42,True,True,True,False,True,False,False,False,False,MENSUAL,True,TRANSFERENCIA BANCARIA,79.35,3344.1,True,FIBRA OPTICA,2.645,True
1309-BXVOQ,True,M,False,True,False,21,True,True,True,False,False,True,True,True,True,MENSUAL,True,CHEQUE ELECTRONICO,106.1,2249.95,False,FIBRA OPTICA,3.5366666666666666,True
1309-XGFSN,False,M,True,True,True,52,True,True,True,False,True,True,False,True,True,ANUAL,True,CHEQUE ELECTRONICO,80.85,4079.55,False,DSL,2.695,True
1310-QRITU,False,F,False,False,False,18,True,True,True,False,False,False,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,50.3,913.3,False,DSL,1.6766666666666665,True
1314-HQHAL,True,M,False,False,False,58,True,False,False,False,False,False,False,False,False,BIENAL,False,TARJETA CREDITO,20.3,1131.5,True,SIN SUSCRIPCIÓN A INTERNET,0.6766666666666666,False
1319-YLZJG,False,M,False,True,False,12,True,False,True,True,True,True,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,84.6,959.9,False,FIBRA OPTICA,2.82,True
1320-GVNHT,False,M,False,True,True,72,True,True,True,True,True,True,False,True,True,BIENAL,True,TARJETA CREDITO,108.4,7767.25,True,FIBRA OPTICA,3.6133333333333337,True
1320-HTRDR,True,F,False,False,False,3,True,True,True,False,False,False,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,75.5,220.6,False,FIBRA OPTICA,2.5166666666666666,True
1320-REHCS,False,M,True,False,False,52,True,True,True,False,True,True,True,True,True,MENSUAL,True,CHEQUE ELECTRONICO,110.75,5832.0,False,FIBRA OPTICA,3.691666666666667,True
1322-AGOQM,True,M,False,False,False,46,False,False,True,False,True,False,False,False,False,MENSUAL,False,TRANSFERENCIA BANCARIA,30.3,1380.1,True,DSL,1.01,False
1323-OOEPC,True,F,False,True,False,53,True,True,True,False,True,False,False,True,True,MENSUAL,True,TARJETA CREDITO,98.4,5149.5,True,FIBRA OPTICA,3.2800000000000002,True
1324-NLTJE,True,F,True,False,False,15,True,True,True,False,False,False,True,False,False,MENSUAL,False,TARJETA CREDITO,55.0,757.1,True,DSL,1.8333333333333333,True
1325-USMEC,False,M,False,True,False,70,True,True,True,True,True,True,False,True,False,BIENAL,True,TARJETA CREDITO,99.35,6944.5,True,FIBRA OPTICA,3.3116666666666665,True
1328-EUZHC,False,F,False,True,False,18,True,False,False,False,False,False,False,False,False,BIENAL,False,CHEQUE POSTAL,20.1,370.5,False,SIN SUSCRIPCIÓN A INTERNET,0.67,False
1329-VHWNP,False,F,False,False,False,7,False,False,True,False,False,False,False,False,False,MENSUAL,False,TRANSFERENCIA BANCARIA,25.05,189.95,True,DSL,0.8350000000000001,False
1333-PBMXB,False,F,False,True,True,54,True,True,False,False,False,False,False,False,False,ANUAL,True,TRANSFERENCIA BANCARIA,24.75,1342.15,True,SIN SUSCRIPCIÓN A INTERNET,0.825,False
1334-FJSVR,True,M,False,False,False,1,False,False,True,False,False,False,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,24.25,24.25,False,DSL,0.8083333333333333,False
1334-PDUKM,False,F,False,True,False,68,True,True,True,False,True,True,False,False,False,ANUAL,False,TARJETA CREDITO,86.45,5762.95,True,FIBRA OPTICA,2.881666666666667,True
1335-HQMKX,False,F,False,True,False,72,True,True,True,False,True,True,False,True,True,ANUAL,True,CHEQUE ELECTRONICO,101.35,7323.15,False,FIBRA OPTICA,3.378333333333333,True
1335-MXCSE,False,M,False,True,True,55,True,False,True,False,False,True,True,False,False,BIENAL,True,TARJETA CREDITO,55.25,3119.9,True,DSL,1.8416666666666666,True
1335-NTIUC,False,M,False,False,False,9,False,False,True,False,False,False,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,24.95,190.25,False,DSL,0.8316666666666667,False
1336-EZFZY,False,F,False,False,False,4,True,False,False,False,False,False,False,False,False,MENSUAL,False,CHEQUE POSTAL,20.05,83.3,False,SIN SUSCRIPCIÓN A INTERNET,0.6683333333333333,False
1337-BOZWO,False,M,False,True,True,18,False,False,True,False,True,True,False,True,False,ANUAL,False,TARJETA CREDITO,46.4,812.4,True,DSL,1.5466666666666666,False
1338-CECEE,False,M,False,True,True,41,True,True,True,False,True,True,False,True,False,ANUAL,False,TRANSFERENCIA BANCARIA,68.5,2839.95,True,DSL,2.283333333333333,True
1342-JPNKI,True,M,False,False,False,10,True,True,True,False,False,False,False,True,False,MENSUAL,True,TRANSFERENCIA BANCARIA,86.05,834.1,True,FIBRA OPTICA,2.868333333333333,True
1343-EHPYB,True,M,False,True,False,63,True,True,True,False,True,True,False,True,True,MENSUAL,True,CHEQUE ELECTRONICO,103.4,6603.0,False,FIBRA OPTICA,3.4466666666666668,True
1345-GKDZZ,False,M,False,False,True,6,True,False,False,False,False,False,False,False,False,MENSUAL,False,CHEQUE POSTAL,19.55,128.6,False,SIN SUSCRIPCIÓN A INTERNET,0.6516666666666667,False
1345-ZUKID,False,M,False,False,False,14,True,False,False,False,False,False,False,False,False,ANUAL,False,CHEQUE POSTAL,19.35,324.8,False,SIN SUSCRIPCIÓN A INTERNET,0.645,False
1346-PJWTK,False,M,False,True,False,61,True,False,True,False,True,True,True,False,True,MENSUAL,False,TARJETA CREDITO,94.15,5731.85,True,FIBRA OPTICA,3.1383333333333336,True
1346-UFHAX,False,F,False,False,False,13,True,True,True,True,False,False,False,False,False,MENSUAL,True,TARJETA CREDITO,80.0,1029.35,True,FIBRA OPTICA,2.6666666666666665,True
1347-KTTTA,False,M,False,True,False,64,True,False,True,False,True,True,True,True,True,ANUAL,True,TARJETA CREDITO,102.45,6654.1,True,FIBRA OPTICA,3.415,True
1349-WXNGG,True,M,False,False,False,1,True,False,False,False,False,False,False,False,False,MENSUAL,False,TRANSFERENCIA BANCARIA,20.05,20.05,True,SIN SUSCRIPCIÓN A INTERNET,0.6683333333333333,False
1352-HNSAW,False,F,False,True,True,72,True,True,True,True,True,True,True,True,True,BIENAL,True,TRANSFERENCIA BANCARIA,115.6,8220.4,True,FIBRA OPTICA,3.853333333333333,True
1352-VHKAJ,False,M,False,True,True,27,True,True,True,False,False,False,True,True,True,MENSUAL,False,TRANSFERENCIA BANCARIA,71.6,1957.1,True,DSL,2.3866666666666663,True
1353-GHZOS,False,M,False,True,False,22,True,False,True,True,False,False,False,True,False,ANUAL,True,TRANSFERENCIA BANCARIA,59.75,1374.35,True,DSL,1.9916666666666667,True
1353-LJWEM,False,M,False,False,False,11,True,False,True,False,True,True,True,False,False,MENSUAL,True,CHEQUE ELECTRONICO,60.9,688.5,False,DSL,2.03,True
1354-YZFNB,False,M,False,True,True,4,True,False,False,False,False,False,False,False,False,BIENAL,False,TARJETA CREDITO,19.55,68.8,True,SIN SUSCRIPCIÓN A INTERNET,0.6516666666666667,False
1355-KUSBG,False,F,False,True,True,7,True,True,True,False,False,False,False,False,False,MENSUAL,False,CHEQUE ELECTRONICO,48.8,349.8,False,DSL,1.6266666666666665,True
1356-MKYSK,False,M,False,False,False,6,True,False,True,True,False,True,True,True,True,MENSUAL,False,TARJETA CREDITO,78.65,483.3,True,DSL,2.621666666666667,True
1357-BIJKI,False,M,False,True,False,50,True,True,True,False,True,False,False,True,True,ANUAL,True,CHEQUE ELECTRONICO,98.25,4858.7,False,FIBRA OPTICA,3.275,True
1357-MVDOZ,False,M,False,True,True,11,True,False,True,False,False,True,False,True,False,MENSUAL,True,TRANSFERENCIA BANCARIA,59.65,683.25,True,DSL,1.9883333333333333,True
1360-JYXKQ,False,F,True,True,False,54,True,False,True,False,False,True,True,True,True,ANUAL,True,CHEQUE ELECTRONICO,99.1,5437.1,False,FIBRA OPTICA,3.3033333333333332,True
1360-RCYRT,False,M,False,True,True,23,False,False,True,False,False,False,True,False,False,MENSUAL,True,TRANSFERENCIA BANCARIA,30.35,678.75,True,DSL,1.0116666666666667,False
1360-XFJMR,False,F,False,True,False,67,True,True,True,False,True,True,True,True,True,ANUAL,True,TARJETA CREDITO,109.7,7344.45,True,FIBRA OPTICA,3.6566666666666667,True
1363-TXLSL,True,M,True,True,False,1,True,False,True,False,False,False,False,False,False,MENSUAL,True,CHEQUE ELECTRONICO,70.3,70.3,False,FIBRA OPTICA,2.3433333333333333,True
1370-AQYEM,True,M,False,True,True,5,True,False,True,True,False,True,False,False,True,MENSUAL,True,CHEQUE POSTAL,90.35,434.5,False,FIBRA OPTICA,3.0116666666666663,True
1370-GGAWX,False,F,False,False,False,46,True,True,True,False,True,True,False,False,True,ANUAL,True,CHEQUE ELECTRONICO,94.15,4408.45,False,FIBRA OPTICA,3.1383333333333336,True
1371-DWPAZ,False,F,False,True,True,0,False,False,True,True,True,True,True,True,False,BIENAL,False,TARJETA CREDITO,56.05,0.0,True,DSL,1.8683333333333332,False
1371-OJCEK,False,F,False,False,False,48,True,True,False,False,False,False,False,False,False,ANUAL,False,TRANSFERENCIA BANCARIA,24.35,1133.7,True,SIN SUSCRIPCIÓN A INTERNET,0.8116666666666668,False
1371-WEPDS,False,M,True,True,False,40,True,False,True,False,False,False,False,False,True,ANUAL,False,CHEQUE ELECTRONICO,55.8,2283.3,False,DSL,1.8599999999999999,True
1373-ORVIZ,True,F,False,True,True,11,True,True,True,False,False,False,True,False,True,MENSUAL,True,CHEQUE ELECTRONICO,66.35,740.8,False,DSL,2.2116666666666664,True
1374-DMZUI,True,F,True,False,False,4,True,True,True,False,False,False,False,True,True,MENSUAL,True,CHEQUE ELECTRONICO,94.3,424.45,False,FIBRA OPTICA,3.143333333333333,True
1376-HHBDV,False,F,False,False,False,30,True,False,True,True,False,False,False,False,False,MENSUAL,True,CHEQUE POSTAL,48.8,1536.75,False,DSL,1.6266666666666665,True
1379-FRVEB,False,M,False,False,True,15,True,True,True,False,True,False,False,True,False,MENSUAL,True,CHEQUE ELECTRONICO,91.0,1430.05,False,FIBRA OPTICA,3.033333333333333,True
1383-EZRWL,True,F,False,False,False,7,True,False,False,False,False,False,False,False,False,MENSUAL,False,CHEQUE POSTAL,20.05,164.85,False,SIN SUSCRIPCIÓN A INTERNET,0.6683333333333333,False
1384-RCUXW,False,M,False,False,False,16,True,True,True,False,True,False,False,False,False,MENSUAL,True,CHEQUE POSTAL,80.55,1248.9,False,FIBRA OPTICA,2.685,True
